JobNumber,JobGroupNumber,JobClassNumber,OrgScope,JobNameAr,JobNameEn
3975,283,3,1,باحث تقييم ثالث,Third Evaluation Researcher
3976,283,3,1,باحث تقييم طلبة أول,Senior Student Assessment Researcher
3977,283,3,1,باحث تقييم طلبة ثاني,Second Student Assessment Researcher
3978,283,3,1,باحث تقييم مادة ثاني,Second Subject Assessment Researcher
4087,283,3,1,باحث تقييم ماده أول,Senior Subject Evaluation Researcher
3979,283,3,1,باحث تقييم مدارس أول,Senior School Evaluation Researcher
3980,283,3,1,باحث تقييم مدارس ثالث,Third School Evaluation Researcher
3981,283,3,1,باحث تقييم مدارس ثاني,Second School Evaluation Researcher
4089,283,3,1,باحث تقييم مدارس خاصة أول,Senior Private Schools Evaluation Researcher
3982,283,3,1,باحث تقييم مدارس خاصة ثاني,Second Private Schools Evaluation Researcher
4061,283,3,1,باحث تواصل اجتماعي أول,Senior Social Media Researcher
4063,283,3,1,باحث تواصل اجتماعي ثالث,3nd Social Media Researcher
4062,283,3,1,باحث تواصل اجتماعي ثاني,2nd Social Media Researcher
3983,283,3,1,باحث توجيه إدارة أعمال ثالث,Third Business Management Supervision Researcher
4041,283,2,1,باحث توجيه تعليم مبكر رياض أطفال اول,Second Kindergarten Researcher
4042,283,2,1,باحث توجيه تعليم مبكر لغة انجليزية اول,Senior English Language Early Education Supervision Researcher
4125,63,3,1,باحث ثالث,3rd Researcher
4893,283,3,1,باحث ثاني,2nd Researcher
3493,283,3,1,باحث جودة,Quality Researcher
4239,283,3,1,باحث جودة اول,Senior Quality Researcher
3984,283,3,1,باحث جودة ثالث,Third Quality Researcher
4164,73,3,2,باحث خدمة جمهور أول,Senior Public Service Researcher
4086,283,3,1,باحث خدمة جمهور ثالث,Public Services Researcher
4163,73,3,2,باحث خدمة جمهور ثاني,2nd Public Service Researcher
4076,283,3,1,باحث دور حضانات,Nurseries Researcher
4158,283,3,1,باحث دور حضانات ثاني,Second Nurseries Researcher
4144,283,3,1,باحث رياض أطفال ثاني,Senior Mathematics Training Researcher
4312,283,3,1,باحث سكرتاريا  ثاني,2nd Secretary Researcher
1243,283,3,1,باحث شؤون إدارية أول,1st Administrative Affairs Researcher
1241,283,3,1,باحث شؤون إدارية ثالث,3rd Administrative Affairs Researcher
1242,283,3,1,باحث شؤون إدارية ثاني,2nd Administrative Affairs Researcher
2217,283,3,1,باحث شؤون استقبال ثالث,3rd Reception Affairs Researcher
2218,283,3,1,باحث شؤون استقبال ثاني,2nd Reception Affairs Researcher
3134,283,3,1,باحث شؤون تربية وثقافة أول,1st Educational Researcher  Affairs and Culture
3133,283,3,1,باحث شؤون تربية وثقافة ثاني,2nd Educational Researcher  Affairs and Culture
4221,283,3,1,باحث شؤون توظيف اول,Senior Recruitment Affairs Researcher
4223,283,3,1,باحث شؤون توظيف ثالث,3rd Recruitment Affairs Researcher
4222,283,3,1,باحث شؤون توظيف ثاني,2nd Recruitment Affairs Researcher
2541,283,3,1,باحث شؤون دولية أول,1st International Affaires Researcher
2539,283,3,1,باحث شؤون دولية ثالث,Third International Affairs Researcher
2540,283,3,1,باحث شؤون دولية ثاني,2nd International Affaires Researcher
2186,283,3,1,باحث شؤون فنية أول,1st  Technical Affairs Researcher
2184,283,3,1,باحث شؤون فنية ثالث,3rd Technical Affairs Researcher
2185,283,3,1,باحث شؤون فنية ثاني,2nd  Technical Affairs Researcher
1248,263,3,1,باحث شؤون مالية أول,1st Financial Affairs Researcher
1246,263,3,1,باحث شؤون مالية ثالث,3rd Financial Affairs Researcher
1247,263,3,1,باحث شؤون مالية ثاني,2nd Financial Affairs Researcher
3985,283,3,1,باحث شؤون معلمين ثالث,Third Teacher Affairs Researcher
3643,283,3,1,باحث شؤون موظفين اول,1st Personnel Affairs Researcher
3641,283,3,1,باحث شؤون موظفين ثالث,3rd Personnel Affairs Researcher
3642,283,3,1,باحث شؤون موظفين ثاني,2nd Personnel Affairs Researcher
610,107,3,1,باحث شئون ادارية,Adminiatrative researcher
1499,283,3,1,باحث شئون منظمات دولية أول,1st Organization Affairs Recearher
1497,283,3,1,باحث شئون منظمات دولية ثالث,3rd Organization Affairs Recearher
1498,283,3,1,باحث شئون منظمات دولية ثاني,2nd Organization Affairs Recearher
2874,283,5,1,باحث صحة وسلامة أول,Health and Safety First Researcher
3475,283,3,1,باحث صحة وسلامة ثاني,2nd Health and Safety Researcher
3986,283,3,1,باحث علاج طبيعي أول,Senior Physiotherapy Researcher
4099,283,3,1,باحث علاج نطق ولغة أول,Senior Speech and Language Therapy Researcher
3987,283,3,1,باحث علاج نطق ولغة ثاني,Second Speech and Language Therapy Researcher
3988,283,3,1,باحث علاج وظيفي أول,Senior Occupational Therapy Researcher
3886,283,3,1,باحث في نظام التعليم الفرنسي ودول المغرب العربي,French and Arab Maghreb Countries Education System Researcher
3989,283,3,1,باحث في نظام التعليم الفرنسي ودول المغرب العربي ثالث,Third Researcher in French Education System and Arab Maghreb Countries
4326,53,3,1,باحث قانوني,Legal Researcher
1342,53,3,1,باحث قانوني أول,1st Legal Researcher
1341,53,3,1,باحث قانوني ثاني,2nd Legal Researcher
4912,53,3,1,باحث قانوني عقود ثالث,rd Legal Researcher (Contracts)3
4848,283,3,1,باحث مدارس حكومية أول,First Public School’s Researcher
3990,283,3,1,باحث مدارس حكومية ثالث,Third Public School Researcher
4088,283,3,1,باحث مدارس حكومية ثاني,2nd Public Schools Researcher
1744,283,3,1,باحث مدارس خاصة ثالث,3rd Private Schools Researcher
1745,283,3,1,باحث مدارس خاصة ثاني,2nd Private Schools Researcher
4054,283,3,1,باحث مراكز تعليمية وتدريبية أول,Senior Education and Training Center Researcher
4265,283,3,1,باحث مشاريع,Project Researcher
3991,283,3,1,باحث مشاريع أول,Senior Project Researcher
4910,283,3,1,باحث مشاريع ثاني,2nd Project Researcher
2028,263,3,1,باحث مشتريات أول,1st Purchasing Researcher
2026,263,3,1,باحث مشتريات ثالث,3rd Purchasing Researcher
2027,263,3,1,باحث مشتريات ثاني,2nd Purchasing Researcher
2200,283,3,1,باحث مصادر تعلم أول,1st Learning Resources Researcher
2198,283,3,1,باحث مصادر تعلم ثالث,3rd Learning Resources Researcher
2199,283,3,1,باحث مصادر تعلم ثاني,2nd Learning Resources Researcher
1881,283,3,1,باحث معادلة درجات أول,1st Grades Equivalence Researcher
1886,283,3,1,باحث معادلة شهادت ثالث,3rd Certificates Equivalency Researcher
1887,283,3,1,باحث معادلة شهادت ثاني,2nd Certificates Equivalency Researcher
1713,283,3,1,باحث معايير الدعم تعليمي اضافي ثالث,3rd Additional Educational Support Standards Researcher
4022,283,3,1,باحث معايير العلوم الاجتماعية أول,Senior Social Science Standards Researcher
3992,283,3,1,باحث معايير اللغة الإنجليزية أول,Senior English Standards Researcher
1731,283,3,1,باحث معايير علوم أول,1st Science Standards Researcher
4096,283,3,1,باحث معايير علوم اجتماعية أول,Senior Social Science Standards Researcher
3993,283,3,1,باحث معايير علوم اجتماعية ثاني,Second Social Science Standards Researcher
3994,283,3,1,باحث معايير لغة عربية ثاني,Second Arabic Standards Researcher
4097,283,3,1,باحث معايير لغة عربيه أول,Senior Arabic Language Standards Researcher
1723,283,3,1,باحث معايير مناهج رياضيات ثالث,3rd Mathematics Curriculum Standards Researcher
1720,283,3,1,باحث معايير مناهج لغة إنجليزية ثالث,3rd English Language Curriculum Standards Researcher
1719,283,3,1,باحث معايير مناهج لغة عربية أول,1st Arabic Language Curriculum Standards Researcher
1717,283,3,1,باحث معايير مناهج لغة عربية ثالث,3rd Arabic Language Curriculum Standards Researcher
1743,283,3,1,باحث معاييرتكنولوجيا معلومات أول,1st Information Technology Standards Researcher
3601,283,3,1,باحث معماري ثالث,3rd Architecture Researcher
4865,283,3,1,باحث معماري ثاني,2nd Architectural Researcher
4069,283,3,1,باحث مناهج تاريخ أول,Senior History Curriculum Researcher
4071,283,3,1,باحث مناهج تاريخ ثالث,3rd History Curriculum Researcher
4070,283,3,1,باحث مناهج تاريخ ثاني,2nd History Curriculum Researcher
1722,283,3,1,باحث مناهج لغة إنجليزية  أول,1st English Language  Standards Researcher
3849,283,3,1,باحث مناهج مهارات حياتية أول,Senior Life Skills Curriculum Researcher
3657,283,3,1,باحث مناهج مهارات حياتية ثاني,2nd Curriculum Life Skills Researcher
4178,73,3,2,باحث منظمات دولية ثالث,3rd International Organization Researcher
3995,283,3,1,باحث منظمات دولية وإقليمية ثاني,Second International and Regional Organizations Researcher
4091,283,3,1,باحث منظمات دوليه وإقليمية أول,Senior International and Regional Organizations Researcher
3996,283,3,1,باحث ميدان أول,Senior Field Researcher
3997,283,3,1,باحث ميدان ثالث,Third Field Researcher
3998,283,3,1,باحث ميدان ثاني,Second Field Researcher
2529,283,3,1,باحث ميداني أول,1st Field Researcher
2527,283,3,1,باحث ميداني ثالث,3rd Field researcher
2528,283,3,1,باحث ميداني ثاني,2nd Field Researcher
4090,283,3,1,باحث نظم معلومات أول,Senior Information Systems Researcher
3911,63,3,1,باحث نظم معلومات ثالث,3rd Information Systems Researcher
3599,63,3,1,باحث نظم معلومات ثاني,2nd Information Systems Researcher
4261,147,5,2,برنامج تمكين,Empowerment Program
2179,55,3,1,حارس أول,1st Guard
2177,55,3,1,حارس ثالث,3rd Guard
2178,55,3,1,حارس ثاني,2n Guard
2176,55,3,1,حارس رابع,4th Guard
141,283,3,1,خبير,Expert
1912,283,3,1,خبير  إرشاد وتطوير مهني,Guidance and professional Development Expert
1798,173,3,1,خبير  إعلامي,Media Expert
3597,283,4,1,خبير  تقييم طلبة تربية إسلامية,Student Assessment Specialist - Islamic Education Expert
3595,283,4,1,خبير  تقييم طلبة تربية إسلامية أول,Senior Student Assessment Specialist - Islamic Education Expert
2388,283,3,1,خبير أتفاقات,Agreements Expert
3885,283,3,1,خبير أتفاقات أول,Senior Agreements Expert
3739,283,4,1,خبير أكاديمي,Academic Expert
3640,283,3,1,خبير أنشطة,Activities and Events Expert
3449,283,3,1,خبير أول,Senior Expert
3613,283,3,1,خبير أول تراخيص مدارس خاصة,1st Private School Licensing Expert
3677,283,3,1,خبير إحصاء وتحليل بيانات,Statistics and Data Analysis Expert
4233,283,2,1,خبير إحصاء وتحليل بيانات أول,Senior Statistics and Data Analysis Expert
1753,283,3,1,خبير إداري,Administrative Expert
3409,283,,1,خبير إداري أول,Senior Administrative Expert
1805,283,3,1,خبير إرشاد,Guidance Expert
2630,283,3,1,خبير إرشاد طلابي,Student Counseling Expert
3791,283,4,1,خبير إسكان أول,First Housing Expert
4232,283,2,1,خبير إعلامي أول,Senior Media Expert
1784,163,3,1,خبير اتصال ومعلومات,Communication and Information Expert
3391,163,3,1,خبير اتصال ومعلومات أول,1st Communication and Information Expert
3460,283,3,1,خبير اجتماعي,Social Expert
3463,283,,1,خبير اجتماعي أول,Senior social expert
3404,283,3,1,خبير ارشاد طلابي أول,Senior Student Counseling Expert
3714,283,3,1,خبير ارشاد وتطوير مهني,Guidance and Professional Development Expert
3718,283,3,1,خبير ارشاد وتطوير مهني أول,First Guidance and Professional Development Expert
3757,283,3,1,خبير استشاري سياسات وأبحاث تربوية,Educational Policy and Research Consultant
4225,283,4,1,خبير اعتماد أكاديمي أول,Senior Academic Accreditation Expert
2868,283,3,1,خبير امن وسلامة,Security and Safety Expert
3615,283,3,1,خبير امن وسلامة أول,First Safety and Security Expert
3483,283,3,1,خبير انشطة أول,Senior Activity Expert
3250,283,3,1,خبير انشطة كشفية,Scout Activities Expert
3401,283,,1,خبير انشطة كشفية أول,1st Scout Activities Expert
3761,283,4,3,خبير بحث علمي,Scientific Research Expert
3741,283,3,1,خبير برامج,Software Expert
3606,283,3,1,خبير بروتوكول,Protocol Expert
3607,283,3,1,خبير بروتوكول  أول,1st Protocol Expert
1924,283,3,1,خبير بعثات,Scholarship Expert
3406,283,3,1,خبير بعثات أول,Senior Scholarships Expert
2279,63,3,1,خبير تجهيزات,Supplies Expert
3672,63,3,1,خبير تجهيزات أول,First Supplies Expert
3117,283,3,1,خبير تحليل بيانات,DATA ANALYSIS EXPERT
3754,283,3,1,خبير تحليل بيانات وإحصاء,Data Analysis and Statistics Expert
2196,283,3,1,خبير تحليل سياسات,Policies Analysis Expert
3917,283,3,1,خبير تخطيط استراتيجي وحوكمة,Strategic Planning and Governance Expert
4190,283,3,1,خبير تخطيط برامج تدريبية,Training Programs Planning Expert
3914,283,3,1,خبير تخطيط وسياسات,Planning and Policy Expert
1972,283,3,1,خبير تدريب,Training Expert
3999,283,3,1,خبير تدريب لغة عربية,Arabic Training Expert
2876,283,3,2,خبير تدريب وتطوير,Training and Development Expert
3510,283,3,1,خبير تدريب وتنمية قدرات,Training and Capacity Development Expert
3712,283,3,1,خبير تدريب وتنمية قدرات أول,First Training and Capacity Development Expert
4162,283,3,1,خبير تدقيق لغة عربية,Arabic Proofreader Expert
4000,283,3,1,خبير تدقيق مالي أول,Senior Financial Audit Expert
3922,283,3,1,خبير تراخيص دور حضانة,Nursery Licensing Expert
4266,283,3,1,خبير تراخيص دور حضانة أول,Senior Nurseries Licensing Expert
3372,283,,1,خبير تراخيص مؤسسات اكاديمية أول,First Academic Institutions Licensing Expert
3612,283,3,1,خبير تراخيص مدارس خاصة,Private School Licensing Expert
3458,283,3,1,خبير تربوي أول,Senior Educational Expert
4884,283,2,1,خبير تربية بدنية,Physical Education Expert
4124,283,2,1,خبير تربية خاصة,Special Education Expert
3435,283,2,1,خبير تربية خاصة اول,Senior Special Education Expert
1749,283,3,1,خبير تطوير مهني,Professional Development Expert
4237,283,2,1,خبير تعاون دولي,International Cooperation Expert
2483,113,3,1,خبير تعليم,Education Expert
3389,283,3,1,خبير تعليم أول,Senior Education Expert
4852,113,3,1,خبير تعليم إلكتروني أول,Senior E-learning Expert
4043,113,2,1,خبير تعليم الكتروني,E-learning Expert
4244,113,3,1,خبير تعليم تقني,Technical Education Expert
4305,283,3,1,خبير تعليم تقني أول,Senior Technical Education Expert
3828,113,3,1,خبير تعليم كبار,Adult Education Expert
4245,113,3,1,خبير تعليم كبار اول,Senior Adult Education Expert
3840,283,3,1,خبير تفتيش دور حضانة,Nursery Inspection Expert
3818,283,3,1,خبير تفتيش دور حضانة أول,1st Nursery Inspection Expert
1862,283,3,1,خبير تقييم,Evaluation Expert
3412,283,3,1,خبير تقييم أول,"1,st Evaluation Expert"
2416,283,3,1,خبير تقييم طلبة,Students Assessment Expert
3496,283,3,1,خبير تقييم طلبة أول,"1,st Students Assessment Expert"
3561,283,4,1,خبير تقييم طلبة لغة انجليزية,Student Assessment Expert - English
3682,283,4,1,خبير تقييم طلبة لغة انجليزية أول,First Student Assessment Expert - English
1851,283,3,1,خبير تقييم مادة,Subject Evaluation Expert
4207,283,3,1,خبير تقييم مادة أول,Senior Subject Evaluation Expert
4170,283,4,1,خبير تقييم مادة الدراسات الاجتماعية أول,Senior Social Studies Evaluation Expert
1079,283,3,1,خبير تقييم مدارس,School Evaluation Expert
2417,283,3,1,خبير تقييم مدارس,School Evaluation Expert
3400,283,3,1,خبير تقييم مدارس أول,1st School Evaluation Expert
4074,283,3,1,خبير تنسيق قاعدة بيانات,Database Coordination Expert
2877,283,3,2,خبير تواصل اجتماعي,Social communication Expert
3562,283,4,1,خبير توجية تاريخ قطر,Qatar History Supervision Expert
3590,283,4,1,خبير توجيه إدارة أعمال أول,Senior Business Administration Supervision Expert
4914,113,3,1,خبير توجيه إدارة اعمال,Business administration supervision expert
3563,283,4,1,خبير توجيه اجتماعيات,Social Sciences Supervision Expert
3827,283,4,1,خبير توجيه اجتماعيات أول,First Social Studies Supervision Expert
3589,283,4,1,خبير توجيه ارشاد أكاديمي أول,Senior Academic Counselling Supervision Expert
3635,283,4,1,خبير توجيه ارشاد اكاديمي,Expert Academic Counseling Supervision
3596,283,4,1,خبير توجيه تاريخ قطر أول,Senior Qatar History Supervision Expert
3564,283,4,1,خبير توجيه تربوي,Education Supervision Expert
3673,283,4,1,خبير توجيه تربوي أول,First Educational Supervision Expert
3591,283,4,1,خبير توجيه تربية إسلامية,Islamic Education Supervision Expert
3548,283,4,1,خبير توجيه تربية إسلامية أول,Senior Islamic Education Supervision Expert
3565,283,4,1,خبير توجيه تربية بدنية,Physical Education Supervision Expert
3592,283,4,1,خبير توجيه تربية بدنية أول,Physical Education Supervision Expert
3566,283,4,1,خبير توجيه تربية خاصة,Special Education Supervision Expert
4044,113,2,1,خبير توجيه تعليم مبكر رياض أطفال,Early Education Kindergarten Supervision Expert
4045,113,2,1,خبير توجيه تعليم مبكر رياض أطفال اول,Senior Early Education Kindergarten Supervision Expert
4046,113,2,1,خبير توجيه تعليم مبكر لغة انجليزية,English Language Early Education Supervision Expert
4047,113,2,1,خبير توجيه تعليم مبكر لغة انجليزية اول,Senior English Language Early Education Supervision Expert
4048,113,2,1,خبير توجيه تعليم مبكر مسار ادبي,"Early Education Supervision Expert, (Arabic, Islamic Studies and Social Sciences)"
4049,113,2,1,خبير توجيه تعليم مبكر مسار ادبي اول,"Senior Early Education Supervision Expert, (Arabic, Islamic Studies and Social Sciences)"
4050,113,2,1,خبير توجيه تعليم مبكر مسار علمي اول,"Senior Early Education Supervision Expert, (Science, math and English)"
3921,283,4,1,خبير توجيه تكنلوجيا معلومات اول,Senior Information Technology Supervision Expert
3636,283,4,1,خبير توجيه تكنولوجيا معلومات,Information Technology Supervision Expert
4051,283,2,1,خبير توجيه دراسات اجتماعية اول,Senior Social Sciences Supervision Expert
3567,283,4,1,خبير توجيه رياض أطفال,Kindergarten Supervision Expert
3771,283,4,1,خبير توجيه رياض أطفال أول,Senior Kindergarten Supervision Expert
3568,283,4,1,خبير توجيه رياضيات,Mathematics Supervision Expert
3675,283,4,1,خبير توجيه رياضيات أول,First Mathematics Supervision Expert
3653,283,4,1,خبير توجيه علوم,Science Supervision Expert
3825,283,4,1,خبير توجيه علوم أول,First Science supervision Expert
3569,283,4,1,خبير توجيه فنون بصرية ومسرح,Visual Atrs and Drama Supervision Expert
3593,283,4,1,خبير توجيه فنون بصرية ومسرح  أول,Senior Visual Atrs and Drama Supervision Expert
3668,283,4,1,خبير توجيه فنون بصريه,Visual Art Supervision Expert
4234,283,2,1,خبير توجيه لغة إنجليزية أول,Senior English Language Supervision Expert
4873,283,2,1,خبير توجيه لغة إنجليزية طفولة,Childhood English Language Supervision Expert
4878,113,2,1,خبير توجيه لغة إنجليزية طفولة اول,Senior Childhood English Language Supervision Expert
3669,283,4,1,خبير توجيه لغة انجليزيه,English Supervision Expert
3570,283,4,1,خبير توجيه لغة عربية,Arabic Supervision Expert
3559,283,4,1,خبير توجيه لغة عربية أول,Senior Arabic Supervision Expert
4308,33,2,1,خبير توجيه مختبرات علوم أول,Senior School Lab Curriculum Science Supervision Expert
3571,283,4,1,خبير توجيه مسار أدبي,Literary Stream Supervision Expert
3594,283,4,1,خبير توجيه مسار أدبي أول,Senior Literary Stream Supervision Expert
3572,283,4,1,خبير توجيه مصادر تعلم,Learning Resources Supervision Expert
4052,113,3,1,خبير توجيه مصادر تعلم اول,Senior Learning Resources Supervision Expert
3573,283,4,1,خبير توجيه مناهج,Curriculum Supervsion Expert
3667,283,4,1,خبير توجيه مناهج أول,First Curriculum Supervsion Expert
4153,283,4,1,خبير توجيه مهارات حياتية أول,Senior Life Skills Supervision Expert
3634,283,4,1,خبير توجيه  تعليم مبكر,Early Education Supervision Expert
3820,283,4,1,خبير توجيه  تعليم مبكر أول,Senior Early Education Supervision Expert
3665,283,3,1,خبير ثقافي,Cultural Expert
4078,283,3,1,خبير ثقافي أول,Senior Cultural Expert
3638,283,3,1,خبير جرافيك,Graphic Expert
4147,63,3,1,خبير جرافيك اول,Senior Graphic Expert
3758,283,3,1,خبير جودة,Quality Expert
3833,283,3,1,خبير جودة أول,First Quality Expert
2624,283,,1,خبير دراسات دولية,International Studies expert
3676,283,3,1,خبير دراسات دوليه أول,First International Studies Expert
2272,283,3,1,خبير رخص مهنية,Professional Licenses Expert
2896,283,3,1,خبير رياض أطفال,Kindergarten Expert
2538,283,3,1,خبير سكرتارية,Secretary  Expert
3711,283,3,1,خبير سكرتارية أول,First Secretary Expert
3273,283,3,1,خبير سياسات وابحاث,Policy and Research Expert
3856,283,3,1,خبير سياسات وابحاث أول,First Policy and Research Expert
2533,283,3,1,خبير شؤون إدارية,Administrative Affairs Expert
3371,283,3,1,خبير شؤون ادارية أول,First Administrative Affairs Expert
3598,283,3,1,خبير شؤون خدمة الجمهور,Public Service Affairs Exper
3826,283,3,1,خبير شؤون خدمة الجمهور أول,First Customer Service Expert
2866,283,3,1,خبير شؤون فنية,Technical Affairs Expert
3115,263,3,1,خبير شؤون مالية,FINANCIL AFFAIRS EXPERT
2799,283,3,1,خبير شؤون معلمين,Teachers Affairs Expert
3408,283,3,1,خبير شؤون معلمين أول,First Teachers Affairs Expert
2632,213,3,1,خبير شؤون منظمات دولية,Organizations Expert
3386,283,3,1,خبير شؤون منظمات دولية أول,First Organizations Expert
3457,283,3,1,خبير شؤون موظفين,Personnel Affairs Experts
3646,283,3,1,خبير شؤون موظفين,Personnel Affairs Expert
3647,283,3,1,خبير شؤون موظفين أول,1st Personnel Affairs Expert
2871,283,3,1,خبير صحة وسلامة,Health and Safety Expert
3459,283,3,1,خبير صحة وسلامة أول,Senior Health and Safety Expert
1791,163,3,1,خبير علاقات عامة,Public Relations Expert
3414,283,3,1,خبير علاقات عامة اول,Senior Public Relations Expert
727,283,3,1,خبير قانوني,Legal Expert
1757,283,3,1,خبير قانوني,Legal Expert
3375,283,3,1,خبير قانوني أول,Senior Legal Expert
3744,283,3,1,خبير قوى عاملة,Manpower expert
1755,263,3,1,خبير مالي,Financial Expert
4028,263,3,1,خبير مالي أول,Senior Financial Expert
4137,283,3,1,خبير مخازن,Wearhouse Expert
4175,283,3,1,خبير مخازن أول,Senior Warehouses Expert
4263,283,4,3,خبير مختبرات علوم أول,Senior Science Laboratory Expert
1876,283,3,1,خبير مدارس,Schools Expert
3507,283,3,1,خبير مدارس اول,1st Schools Expert
1877,283,3,1,خبير مدارس خاصة,Private Schools Expert
3388,283,3,1,خبير مدارس خاصة أول,Senior Private Schools Expert
1898,283,3,1,خبير مراكز تعليمية وتدريبية,Educational and Training Centers Expert
3678,283,3,1,خبير مستودع أول,First Warehouse Expert
2471,63,3,1,خبير مشاريع,Projects Expert
3462,283,3,1,خبير مشاريع أول,1st Projects Expert
2031,283,3,1,خبير مشتريات,Purchasing Expert
3476,283,3,1,خبير مشتريات أول,Senior Purchasing Expert
2203,283,3,1,خبير مصادر تعلم,Learning Resources Expert
3735,283,3,1,خبير معادلة الشهادات,Certificate Equivalency Expert
1891,283,3,1,خبير معادلة شهادات,Certificates Equivalency Expert
4001,283,3,1,خبير معادلة شهادات أول,Senior Certificate Equivalency Expert
1860,283,3,1,خبير مناهج,Curriculum Expert
4084,283,3,1,خبير مناهج أول,Senior Curriculum Expert
3659,283,4,1,خبير مناهج دراسات اجتماعية أول,1st Curriculum Social Studies Expert
3855,283,4,3,خبير مناهج فيزياء,Physics Curriculum Expert
4255,283,4,3,خبير مناهج فيزياء  أول,Senior Physics Curriculum Expert
4859,113,3,1,خبير مناهج لغة إنجليزية أول,Senior English Language Curriculum Expert
3762,283,4,3,خبير مناهج لغة انجليزية,English Curriculum Expert
3684,283,4,1,خبير مناهج لغة عربية أول,First Arabic Curriculum Expert
4179,13,2,1,خبير مهندسي مباني اول,Senior Building Engineers Expert
2442,283,3,1,خبير ميدان,Field Expert
3402,283,3,1,خبير ميدان أول,Senior Field Expert
3452,63,3,1,خبير نظم معلومات,Information Systems Expert
3466,283,3,1,خبير نظم معلومات أول,1st Information Systems Expert
3230,283,3,1,خبير هندسة زراعية,Agricultural Engineering Expert
3674,283,3,1,خبير هندسه زراعيه أول,First Agricultural Engineering Expert
1759,13,3,1,خبير هندسي,Engineering Expert
3405,13,3,1,خبير هندسي أول,Senior Engineering Expert
4198,283,2,1,خبير هندسي مدني,Civil Engineering Expert
2236,223,3,1,خبير وثائق,Documents Expert
3713,283,3,1,خبير وثائق أول,First Documents  Expert
871,55,3,1,خياط أول,1st Tailor
3378,147,5,2,دبلوم,Diploma
4854,22,3,1,رئيس اللجنة الوطنية للمؤهلات والاعتماد الأكاديمي,Chairman of the National Committee for Qualifications and Academic Accreditation
1451,22,3,1,رئيس قسم إدارة المرافق,Head of Facility Management Section
3427,22,3,1,رئيس قسم ارشاد الطلبة,Head of Student Counseling Section
1487,22,3,1,رئيس قسم الاحصاء,Head of Statistics Section
3425,22,3,1,رئيس قسم الارشاد الاكاديمي,Head of Academic Counseling Section
292,22,3,1,رئيس قسم الاستعلامات,Head of Inquiry Section
1449,22,3,1,رئيس قسم الاسكان,Head of Housing Section
4140,22,3,1,رئيس قسم الاشراف على مراكز الخدمات التعليمية,Head of Education Centers Supervision Section
3332,22,,1,رئيس قسم الاشراف والدعم,Head of Supervision and Suupport Section
3113,22,3,1,رئيس قسم الاعلام,HEAD OF MEDIA SECTION
3419,22,,1,رئيس قسم الانشطة والبرامج,Head of Programmes and ActivitiesSection
3574,22,4,1,رئيس قسم البحث العلمي,Head of Research Section
3755,22,3,1,رئيس قسم التخطيط الإستراتيجي,Head of the Strategic Planning Section
3421,22,,1,رئيس قسم التخطيط والدعم,Head of Planning and Support Section
4187,22,3,1,رئيس قسم التدريب التربوي,Head of Educational Training Section
2819,22,3,1,رئيس قسم التدريب والتطوير,Head of Training and Development Section
3578,22,4,1,رئيس قسم التدريب وتنمية القدرات,Head of Training and Capacity Building Section
3579,22,4,1,رئيس قسم التربية البدنية,Head of Physical Education Section
3443,22,3,1,رئيس قسم التربية الخاصة,Head of Special Education Section
1453,22,3,1,رئيس قسم الترجمة,Head of Tranlation Section
1460,22,3,1,رئيس قسم التطبيقات,Head of Applications Section
3575,22,4,1,رئيس قسم التعليم المبكر التأسيسي,Head of Early Education Foundation Section
3428,22,,1,رئيس قسم التعليم المهني والتقني,Head of Technical and Vocational Education Section
2260,22,3,1,رئيس قسم التغذية,Head of Diet Section
300,22,3,1,رئيس قسم التكييف والتبريد,Head of Cooling and A/C Section
3315,22,3,1,رئيس قسم الجودة,Head of Quality Section
3756,22,3,1,رئيس قسم الجودة,Head of Quality Section
1446,22,3,1,رئيس قسم الخدمات العامة,Head of Public Services Section
1444,22,3,1,رئيس قسم الخزينة والشيكات,Head of Treasury and Checks Section
3479,22,3,1,رئيس قسم الدراسات القانونية والعقود,Head of Legal Studies and Contracts Section
3422,22,,1,رئيس قسم الرخص والمعايير المهنية,Head of Professional Licences and Standards
1439,22,3,1,رئيس قسم الرواتب والأجور,Head of Payroll and Wages Section
308,22,3,1,رئيس قسم السفريات,Head of Travel Section
3219,22,3,1,رئيس قسم السياسات والابحاث التربوية,Head Policy and Educational Research Section
3469,22,3,1,رئيس قسم الشؤون الاسيوية والافريقية,Head of Asian and African Affairs
3213,22,3,1,رئيس قسم الشؤون الاوربية والامريكية,Head of European and American Affairs Section
551,22,3,1,رئيس قسم الشئون العربية والاسلامية,Head of Arabic and Islamic Affairs Dept.
2818,22,3,1,رئيس قسم العلاقات الحكومية,Head of Government Relation Section
1481,22,3,1,رئيس قسم العلاقات العامة,Head of Public Relations Section
3582,22,4,1,رئيس قسم العلوم الاجتماعية,Head of Social Science Section
3583,22,4,1,رئيس قسم العلوم الشرعية,Head of Islamic Education Section
1464,22,3,1,رئيس قسم العمليات,Head of Operations Section
3584,22,4,1,رئيس قسم الفنون البصرية والمسرح,Head of Visual Literary and Drama Section
3478,22,3,1,رئيس قسم القضايا والتحقيقات,Head of Cases and Investigations Section
3585,22,4,1,رئيس قسم اللغة الانجليزية,Head of English Section
3586,22,4,1,رئيس قسم اللغة العربية,Head of Arabic Section
